Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,Volume
09/03/2013,13.850,13.868,0.293,2.15,13.865,13.865,"353,579.000","156,352.000"
08/30/2013,13.565,13.575,-0.110,-0.80,13.563,13.565,"348,333.000","108,510.000"
08/29/2013,13.690,13.685,-0.042,-0.31,13.688,13.695,"349,567.000","101,021.000"
08/28/2013,13.750,13.727,0.023,0.16,13.740,13.745,"341,878.000","126,818.000"
08/27/2013,13.730,13.705,-0.190,-1.37,13.725,13.730,"344,197.000","183,428.000"
08/26/2013,13.860,13.895,0.615,4.63,,13.910,"344,243.000","236,119.000"
08/23/2013,13.257,13.280,0.412,3.21,13.255,13.262,"343,465.000","161,138.000"
08/22/2013,12.880,12.868,-0.172,-1.32,12.868,12.882,"336,348.000","136,680.000"
08/21/2013,13.025,13.040,0.135,1.05,13.023,13.025,"331,280.000","134,105.000"
08/20/2013,12.905,12.905,-0.128,-0.98,12.905,12.945,"331,357.000","115,131.000"
08/19/2013,13.040,13.033,0.440,3.49,13.030,13.035,"323,954.000","159,863.000"
08/16/2013,12.600,12.592,-0.063,-0.49,12.583,12.587,"323,413.000","91,395.000"
08/15/2013,12.630,12.655,0.265,2.14,,12.645,"322,396.000","152,967.000"
08/14/2013,12.377,12.390,0.113,0.92,12.375,12.380,"316,427.000","105,891.000"
08/13/2013,12.245,12.278,0.025,0.20,,12.245,"317,597.000","106,812.000"
08/12/2013,12.240,12.252,0.430,3.64,12.250,12.260,"320,430.000","164,983.000"
08/09/2013,11.830,11.823,-0.020,-0.17,11.820,11.830,"317,487.000","72,345.000"
08/08/2013,11.837,11.842,0.185,1.59,11.835,11.842,"313,463.000","97,006.000"
08/07/2013,11.658,11.658,-0.015,-0.13,11.653,11.660,"312,681.000","89,262.000"
08/06/2013,11.670,11.672,-0.160,-1.35,,11.700,"312,148.000","90,482.000"
08/05/2013,11.815,11.833,0.018,0.15,11.828,11.833,"313,046.000","94,688.000"
08/02/2013,11.813,11.815,-0.110,-0.92,11.810,11.815,"313,686.000","107,854.000"
08/01/2013,11.935,11.925,-0.137,-1.14,11.927,11.938,"315,694.000","102,831.000"
07/31/2013,12.035,12.063,0.033,0.27,12.033,12.035,"313,278.000","80,185.000"
07/30/2013,12.023,12.030,-0.170,-1.39,12.020,12.023,"312,064.000","102,441.000"
07/29/2013,12.200,12.200,-0.085,-0.69,12.190,12.215,"311,645.000","102,690.000"
07/26/2013,12.290,12.285,0.045,0.37,12.290,12.295,"318,917.000","112,227.000"
07/25/2013,12.225,12.240,-0.328,-2.61,12.233,12.250,"329,786.000","149,886.000"
07/24/2013,12.540,12.568,-0.035,-0.28,12.540,,"328,828.000","112,174.000"
07/23/2013,12.600,12.602,-0.283,-2.19,12.595,12.602,"328,588.000","127,090.000"
07/22/2013,12.890,12.885,0.145,1.14,12.880,12.890,"322,866.000","94,907.000"
07/19/2013,12.740,12.740,0.082,0.65,12.740,12.743,"324,731.000","67,443.000"
07/18/2013,12.660,12.658,-0.177,-1.38,12.653,12.665,"329,242.000","83,070.000"
07/17/2013,12.840,12.835,-0.028,-0.21,12.825,12.828,"325,794.000","69,984.000"
07/16/2013,12.890,12.863,0.225,1.78,12.860,,"325,107.000","108,343.000"
07/15/2013,12.610,12.637,0.065,0.52,12.610,,"326,466.000","77,040.000"
07/12/2013,12.550,12.573,-0.335,-2.60,12.550,12.552,"328,296.000","95,592.000"
07/11/2013,12.913,12.908,0.060,0.47,12.905,12.915,"326,609.000","98,303.000"
07/10/2013,"1,284.000",12.847,0.085,0.67,12.850,12.860,"325,482.000","96,728.000"
07/09/2013,12.750,12.762,0.240,1.92,12.760,12.767,"327,168.000","115,209.000"
07/08/2013,12.510,12.523,0.240,1.95,12.520,12.538,"330,240.000","82,239.000"
07/05/2013,12.278,12.283,-0.225,-1.80,12.275,12.280,"335,048.000","54,188.000"
07/03/2013,12.490,12.507,0.082,0.66,12.460,12.500,"336,069.000","58,479.000"
07/02/2013,12.440,12.425,-0.007,-0.06,12.438,12.440,"339,430.000","58,479.000"
07/01/2013,12.432,12.432,-0.088,-0.70,12.403,12.450,"348,942.000","84,683.000"
06/28/2013,12.507,12.520,-0.232,-1.82,,12.507,"358,530.000","115,863.000"
06/27/2013,12.740,12.752,-0.008,-0.06,12.745,12.755,"360,823.000","62,610.000"
06/26/2013,12.760,12.760,-0.025,-0.20,12.740,,"356,582.000","69,561.000"
06/25/2013,12.778,12.785,0.050,0.39,12.773,12.783,"353,253.000","70,786.000"
06/24/2013,12.748,12.735,0.000,0.00,12.700,12.750,"349,709.000","90,984.000"
06/21/2013,12.703,12.735,-0.115,-0.89,12.700,12.785,"348,316.000","69,614.000"
06/20/2013,12.860,12.850,-0.257,-1.96,12.850,12.860,"346,997.000","80,459.000"
06/19/2013,13.060,13.108,0.210,1.63,13.060,13.068,"336,652.000","100,428.000"
06/18/2013,12.900,12.898,0.043,0.33,12.900,12.905,"331,629.000","75,538.000"
06/17/2013,12.855,12.855,-0.128,-0.98,12.858,,"325,120.000","71,438.000"
06/14/2013,15.160,12.983,-2.120,-14.04,12.965,15.172,"173,450.000","60,839.000"
06/13/2013,15.090,15.102,-0.305,-1.98,15.083,15.097,"186,978.000","94,100.000"
06/12/2013,15.398,15.408,0.003,0.02,15.390,15.408,"199,091.000","110,605.000"
06/11/2013,15.400,15.405,0.287,1.90,15.350,15.438,"211,054.000","86,966.000"
06/10/2013,15.140,15.118,-0.165,-1.08,15.100,15.160,"228,146.000","86,966.000"
06/07/2013,15.275,15.283,0.010,0.07,15.250,15.262,"240,100.000","80,839.000"
06/06/2013,15.292,15.273,-0.047,-0.31,15.290,15.297,"250,981.000","76,211.000"
06/05/2013,15.320,15.320,0.032,0.21,15.300,15.350,"258,976.000","101,120.000"
06/04/2013,15.285,15.288,-0.037,-0.24,15.290,15.295,"262,721.000","56,812.000"
06/03/2013,15.310,15.325,0.225,1.49,15.323,15.335,"266,190.000","84,969.000"
05/31/2013,"1,509.000",15.100,0.142,0.95,15.100,15.110,"267,750.000","80,189.000"
05/30/2013,14.960,14.958,-0.060,-0.40,,14.980,"270,461.000","52,524.000"
05/29/2013,15.030,15.017,-0.075,-0.50,,15.040,"275,953.000","80,708.000"
05/28/2013,15.090,15.092,0.330,2.24,15.060,,"285,997.000","105,640.000"
05/24/2013,14.750,14.762,-0.233,-1.55,,14.800,"291,399.000","107,436.000"
05/23/2013,14.948,14.995,0.052,0.35,14.943,14.953,"294,318.000","187,905.000"
05/22/2013,14.940,14.943,0.160,1.08,14.845,,"297,624.000","107,436.000"
05/21/2013,14.788,14.783,0.137,0.94,14.783,14.792,"294,969.000","125,501.000"
05/20/2013,14.650,14.645,0.160,1.10,14.600,,"297,247.000","107,222.000"
05/17/2013,14.488,14.485,0.210,1.47,14.480,14.488,"298,921.000","111,419.000"
05/16/2013,14.295,14.275,0.148,1.04,14.295,14.297,"295,696.000","88,796.000"
05/15/2013,14.140,14.127,-0.020,-0.14,14.137,14.140,"296,459.000","79,798.000"
05/14/2013,14.150,14.148,-0.045,-0.32,14.163,14.170,"295,210.000","75,010.000"
05/13/2013,14.185,14.193,0.203,1.45,,14.220,"295,165.000","78,870.000"
05/10/2013,13.985,13.990,-0.097,-0.69,13.985,13.988,"291,478.000","100,251.000"
05/09/2013,14.100,14.087,0.180,1.29,14.092,14.100,"287,342.000","81,397.000"
05/08/2013,13.915,13.908,0.085,0.61,13.913,13.920,"283,330.000","87,943.000"
05/07/2013,13.835,13.823,0.130,0.95,13.823,13.830,"284,932.000","66,294.000"
05/06/2013,13.685,13.693,-0.180,-1.30,13.680,13.685,"290,348.000","67,148.000"
05/03/2013,13.870,13.873,0.150,1.09,,13.880,"288,181.000","81,739.000"
05/02/2013,13.735,13.722,-0.007,-0.05,13.715,13.743,"288,848.000","69,725.000"
05/01/2013,13.730,13.730,-0.260,-1.86,13.720,13.727,"293,837.000","94,972.000"
04/30/2013,13.970,13.990,-0.097,-0.69,13.962,13.975,"294,142.000","103,847.000"
04/29/2013,14.100,14.087,0.277,2.01,14.080,14.110,"279,421.000","118,859.000"
04/26/2013,13.825,13.810,0.088,0.64,13.820,13.825,"274,241.000","102,431.000"
04/25/2013,13.720,13.722,0.270,2.01,13.705,,"270,655.000","98,775.000"
04/24/2013,13.445,13.453,-0.132,-0.98,,13.460,"265,544.000","107,015.000"
04/23/2013,13.580,13.585,-0.057,-0.42,,13.610,"256,239.000","122,682.000"
04/22/2013,13.640,13.642,-0.182,-1.32,13.635,13.640,"249,061.000","91,737.000"
04/19/2013,13.818,13.825,-0.480,-3.36,13.818,13.820,"243,402.000","72,572.000"
04/18/2013,14.300,14.305,0.083,0.58,14.290,,"127,343.000","79,831.000"
04/17/2013,14.200,14.222,0.108,0.76,,14.240,"133,803.000","87,099.000"
04/16/2013,14.110,14.115,0.165,1.18,14.100,14.140,"146,382.000","102,038.000"
04/15/2013,13.967,13.950,-0.180,-1.27,13.955,13.967,"162,826.000","100,251.000"
04/12/2013,14.120,14.130,0.110,0.78,14.100,,"173,149.000","103,806.000"
04/11/2013,14.012,14.020,0.093,0.66,14.007,14.020,"188,096.000","122,393.000"
04/10/2013,13.927,13.927,-0.028,-0.20,13.922,13.932,"201,698.000","113,167.000"
04/09/2013,13.940,13.955,0.175,1.27,13.938,13.970,"218,611.000","123,394.000"
04/08/2013,13.773,13.780,0.162,1.19,13.750,13.775,"220,681.000","105,310.000"
04/05/2013,13.620,13.618,-0.102,-0.75,13.618,13.630,"232,876.000","102,344.000"
04/04/2013,13.725,13.720,-0.082,-0.60,13.725,13.727,"235,981.000","95,365.000"
04/03/2013,13.830,13.802,-0.137,-0.99,13.815,13.818,"235,486.000","100,704.000"
04/02/2013,13.935,13.940,0.032,0.23,13.922,13.960,"240,710.000","98,588.000"
04/01/2013,13.910,13.908,-0.140,-1.00,13.913,13.930,"245,316.000","96,120.000"
03/28/2013,14.020,14.047,-0.490,-3.37,14.035,14.052,"260,961.000","96,120.000"
03/27/2013,14.530,14.538,0.060,0.41,14.515,14.533,"265,040.000","58,313.000"
03/26/2013,14.470,14.477,0.105,0.73,14.470,,"266,973.000","61,945.000"
03/25/2013,14.370,14.373,-0.032,-0.23,,14.380,"268,782.000","62,846.000"
03/22/2013,14.400,14.405,-0.085,-0.59,14.390,,"273,324.000","79,281.000"
03/21/2013,14.465,14.490,0.292,2.06,,14.465,"271,616.000","98,509.000"
03/20/2013,14.200,14.198,0.130,0.92,14.210,14.220,"274,013.000","76,440.000"
03/19/2013,14.065,14.068,-0.028,-0.20,14.055,14.063,"279,764.000","97,365.000"
03/18/2013,14.110,14.095,-0.165,-1.16,14.090,14.092,"290,933.000","112,973.000"
03/15/2013,14.245,14.260,-0.095,-0.66,14.270,14.273,"296,868.000","95,326.000"
03/14/2013,14.385,14.355,-0.115,-0.79,14.380,14.385,"301,563.000","95,062.000"
03/13/2013,14.470,14.470,-0.217,-1.48,14.465,14.472,"307,068.000","112,432.000"
03/12/2013,14.675,14.688,-0.108,-0.73,14.663,14.700,"305,383.000","79,781.000"
03/11/2013,14.802,14.795,0.085,0.58,14.790,,"303,646.000","73,574.000"
03/08/2013,14.730,14.710,-0.025,-0.17,,14.750,"301,533.000","114,175.000"
03/07/2013,14.730,14.735,0.075,0.51,14.730,,"300,577.000","72,140.000"
03/06/2013,14.660,14.660,-0.005,-0.03,14.650,,"302,125.000","96,294.000"
03/05/2013,14.660,14.665,0.045,0.31,14.660,,"305,038.000","102,491.000"
03/04/2013,14.635,14.620,0.185,1.28,14.627,14.635,"302,411.000","95,565.000"
03/01/2013,14.435,14.435,-0.087,-0.60,14.435,14.450,"303,771.000","87,803.000"
02/28/2013,14.525,14.523,0.127,0.89,14.510,14.523,"301,427.000","120,133.000"
02/27/2013,14.380,14.395,0.078,0.54,14.380,14.385,"296,272.000","100,237.000"
02/26/2013,14.320,14.318,-0.035,-0.24,14.300,14.350,"289,647.000","119,886.000"
02/25/2013,14.355,14.352,-0.260,-1.78,14.330,14.370,"285,070.000","130,102.000"
02/22/2013,14.615,14.613,-0.265,-1.78,14.570,14.715,"105,881.000","139,375.000"
02/21/2013,14.880,14.877,0.050,0.34,14.875,14.885,"128,189.000","118,866.000"
02/20/2013,14.805,14.828,0.125,0.85,14.800,14.813,"139,715.000","118,253.000"
02/19/2013,14.708,14.703,0.458,3.21,14.700,14.710,"146,324.000","145,035.000"
02/15/2013,14.260,14.245,0.065,0.46,14.257,14.267,"153,681.000","90,717.000"
02/14/2013,14.180,14.180,-0.050,-0.35,14.150,,"160,598.000","95,572.000"
02/13/2013,14.238,14.230,0.022,0.16,14.230,14.238,"171,613.000","104,862.000"
02/12/2013,14.215,14.208,-0.107,-0.75,14.210,14.225,"186,924.000","113,176.000"
02/11/2013,14.320,14.315,-0.210,-1.45,14.300,14.340,"195,363.000","117,728.000"
02/08/2013,14.520,14.525,-0.343,-2.30,14.507,14.545,"202,169.000","166,712.000"
02/07/2013,14.880,14.868,-0.007,-0.05,,14.905,"205,447.000","131,635.000"
02/06/2013,"1,487.000",14.875,-0.080,-0.53,14.880,14.877,"211,641.000","107,825.000"
02/05/2013,"1,494.500",14.955,0.068,0.45,14.960,14.958,"213,291.000","90,371.000"
02/04/2013,14.875,14.887,0.145,0.98,14.865,,"219,193.000","95,992.000"
02/01/2013,14.740,14.743,0.057,0.39,14.750,14.765,"219,193.000","94,849.000"
01/31/2013,14.700,14.685,-0.102,-0.69,14.700,,"226,798.000","94,849.000"
01/30/2013,14.783,14.788,0.270,1.86,14.783,14.785,"220,908.000","138,947.000"
01/29/2013,14.505,14.517,0.040,0.28,14.515,14.525,"222,598.000","84,650.000"
01/28/2013,14.470,14.477,0.068,0.47,14.472,14.475,"223,890.000","86,823.000"
01/25/2013,14.440,14.410,0.057,0.40,14.385,,"224,866.000","95,885.000"
01/24/2013,14.365,14.352,-0.017,-0.12,14.360,14.373,"226,757.000","83,913.000"
01/23/2013,14.370,14.370,-0.148,-1.02,,14.380,"228,417.000","90,653.000"
01/22/2013,14.490,14.517,0.225,1.57,,14.525,"227,185.000","111,637.000"
01/18/2013,14.290,14.292,-0.010,-0.07,14.283,14.297,"228,054.000","76,707.000"
01/17/2013,14.315,14.302,-0.063,-0.44,14.310,14.318,"228,804.000","111,879.000"
01/16/2013,14.385,14.365,0.230,1.63,14.360,,"229,586.000","94,398.000"
01/15/2013,14.135,14.135,-0.045,-0.32,14.150,14.148,"238,568.000","103,624.000"
01/14/2013,14.180,14.180,0.448,3.26,14.180,14.193,"240,224.000","146,903.000"
01/11/2013,13.770,13.733,-0.065,-0.47,13.760,,"241,559.000","154,183.000"
01/10/2013,13.790,13.797,-0.057,-0.42,13.760,13.788,"242,933.000","77,347.000"
01/09/2013,13.863,13.855,-0.010,-0.07,13.842,13.875,"245,480.000","69,608.000"
01/08/2013,13.868,13.865,-0.020,-0.14,13.855,13.868,"246,618.000","101,285.000"
01/07/2013,13.882,13.885,0.213,1.55,13.880,13.885,"250,488.000","93,555.000"
01/04/2013,13.695,13.672,-0.193,-1.39,13.650,13.663,"248,407.000","104,073.000"
01/03/2013,13.873,13.865,-0.057,-0.41,13.865,13.877,"254,723.000","85,127.000"
01/02/2013,13.925,13.922,-0.173,-1.22,13.913,13.925,"254,539.000","93,984.000"
12/31/2012,14.085,14.095,-0.085,-0.60,,14.175,"253,374.000","53,821.000"
12/28/2012,14.163,14.180,0.040,0.28,14.160,14.163,"250,031.000","64,067.000"
12/27/2012,14.135,14.140,-0.045,-0.32,14.142,14.148,"247,632.000","62,528.000"
12/26/2012,14.188,14.185,-0.172,-1.20,14.188,14.200,"245,594.000","39,274.000"
12/24/2012,14.350,14.358,0.065,0.45,14.333,14.380,"243,579.000","24,765.000"
12/21/2012,14.288,14.292,0.205,1.46,14.273,14.295,"235,973.000","78,283.000"
12/20/2012,14.070,14.087,-0.283,-1.97,14.075,14.090,"95,562.000","113,846.000"
12/19/2012,14.380,14.370,-0.290,-1.98,14.377,14.380,"108,055.000","119,698.000"
12/18/2012,14.650,14.660,-0.302,-2.02,,14.680,"121,074.000","133,472.000"
12/17/2012,14.965,14.962,0.002,0.02,14.938,14.985,"126,928.000","92,953.000"
12/14/2012,14.945,14.960,0.195,1.32,14.948,14.965,"135,930.000","85,466.000"
12/13/2012,14.770,14.765,0.030,0.20,14.767,14.775,"144,655.000","124,841.000"
12/12/2012,14.735,14.735,0.015,0.10,14.730,14.735,"157,174.000","131,637.000"
12/11/2012,14.715,14.720,-0.028,-0.19,14.710,14.720,"164,320.000","153,947.000"
12/10/2012,14.730,14.748,0.025,0.17,14.755,,"187,095.000","134,366.000"
12/07/2012,14.705,14.722,-0.190,-1.27,14.705,14.790,"203,462.000","144,339.000"
12/06/2012,14.890,14.913,0.120,0.81,14.880,,"208,978.000","101,950.000"
12/05/2012,14.790,14.792,0.237,1.63,14.790,14.795,"212,017.000","96,796.000"
12/04/2012,14.540,14.555,0.017,0.12,14.530,14.547,"215,844.000","84,049.000"
12/03/2012,14.542,14.538,0.150,1.04,14.540,14.550,"222,997.000","93,809.000"
11/30/2012,14.408,14.387,-0.092,-0.64,14.403,14.410,"233,294.000","74,804.000"
11/29/2012,14.500,14.480,0.017,0.12,14.490,,"237,977.000","95,313.000"
11/28/2012,14.470,14.462,-0.030,-0.21,14.450,14.505,"242,927.000","81,547.000"
11/27/2012,14.502,14.493,0.245,1.72,14.495,14.505,"249,267.000","91,378.000"
11/26/2012,14.255,14.248,0.060,0.42,14.222,14.273,"254,779.000","77,140.000"
11/23/2012,14.200,14.188,0.105,0.75,14.208,,"257,232.000","32,994.000"
11/21/2012,14.073,14.083,-0.045,-0.32,14.065,14.075,"257,317.000","69,796.000"
11/20/2012,14.125,14.127,0.180,1.29,14.120,14.137,"253,583.000","93,560.000"
11/19/2012,13.940,13.948,0.115,0.83,13.920,,"256,419.000","76,443.000"
11/16/2012,13.825,13.833,-0.188,-1.34,,13.845,"261,295.000","111,038.000"
11/15/2012,14.035,14.020,-0.170,-1.20,14.020,14.050,"259,285.000","75,222.000"
11/14/2012,14.185,14.190,0.110,0.78,14.160,14.230,"259,625.000","86,458.000"
11/13/2012,14.075,14.080,0.030,0.21,14.085,14.095,"260,400.000","106,344.000"
11/12/2012,14.052,14.050,-0.462,-3.19,14.047,14.055,"258,498.000","134,755.000"
11/09/2012,14.515,14.512,-0.445,-2.98,14.500,14.520,"268,171.000","166,880.000"
11/08/2012,14.967,14.958,-0.112,-0.75,14.962,14.967,"270,028.000","82,934.000"
11/07/2012,15.060,15.070,-0.085,-0.56,15.070,,"271,198.000","84,550.000"
11/06/2012,15.142,15.155,0.122,0.81,15.142,,"275,416.000","72,044.000"
11/05/2012,15.025,15.033,-0.235,-1.54,15.020,15.030,"277,878.000","81,755.000"
11/02/2012,15.257,15.267,-0.333,-2.13,15.257,15.265,"277,786.000","100,832.000"
11/01/2012,15.605,15.600,0.113,0.73,15.605,,"277,786.000","82,777.000"
10/31/2012,15.510,15.488,-0.125,-0.80,15.500,,"272,914.000","82,777.000"
10/26/2012,15.605,15.613,-0.028,-0.18,15.605,15.613,"121,378.000","106,493.000"
10/25/2012,15.648,15.640,-0.065,-0.41,15.620,,"133,707.000","96,987.000"
10/24/2012,15.700,15.705,0.172,1.11,15.700,15.705,"151,609.000","136,436.000"
10/23/2012,15.540,15.533,0.068,0.44,15.533,15.550,"162,191.000","95,184.000"
10/22/2012,15.450,15.465,0.123,0.80,15.460,15.472,"178,186.000","118,869.000"
10/19/2012,15.340,15.342,-0.113,-0.73,,15.350,"195,434.000","114,775.000"
10/18/2012,15.450,15.455,0.363,2.40,15.450,,"203,382.000","144,016.000"
10/17/2012,15.080,15.092,0.155,1.04,,15.080,"207,982.000","80,780.000"
10/16/2012,14.950,14.938,0.012,0.08,14.927,14.948,"213,016.000","103,736.000"
10/15/2012,14.930,14.925,-0.300,-1.97,14.932,14.940,"213,716.000","129,430.000"
10/12/2012,15.225,15.225,-0.260,-1.68,15.222,15.230,"215,819.000","133,054.000"
10/11/2012,15.485,15.485,0.252,1.66,15.485,15.493,"229,947.000","209,081.000"
10/10/2012,15.227,15.233,-0.267,-1.73,15.225,15.227,"251,733.000","153,713.000"
10/09/2012,15.485,15.500,-0.010,-0.06,,15.540,"269,088.000","135,427.000"
10/08/2012,15.485,15.510,-0.005,-0.03,15.498,15.515,"281,260.000","118,673.000"
10/05/2012,15.490,15.515,0.000,0.00,15.480,15.573,"292,095.000","145,075.000"
10/04/2012,15.505,15.515,0.198,1.29,15.502,15.507,"299,875.000","136,541.000"
10/03/2012,15.310,15.318,0.012,0.08,15.305,15.355,"305,517.000","165,835.000"
10/02/2012,15.305,15.305,-0.297,-1.91,15.297,15.355,"317,276.000","158,462.000"
10/01/2012,15.615,15.602,-0.408,-2.55,15.605,15.625,"317,243.000","135,722.000"
09/28/2012,15.980,16.010,0.302,1.93,15.980,15.983,"322,326.000","201,224.000"
09/27/2012,15.710,15.708,-0.022,-0.14,15.700,15.712,"325,472.000","140,165.000"
09/26/2012,15.730,15.730,-0.385,-2.39,15.733,15.740,"325,814.000","146,255.000"
09/25/2012,16.090,16.115,0.015,0.09,16.110,16.125,"329,500.000","107,344.000"
09/24/2012,16.105,16.100,-0.118,-0.72,16.067,16.125,"334,304.000","132,015.000"
09/21/2012,16.190,16.218,0.030,0.19,16.220,,"342,998.000","135,462.000"
09/20/2012,16.200,16.188,-0.507,-3.04,16.180,16.192,"343,500.000","190,026.000"
09/19/2012,16.670,16.695,0.295,1.80,16.670,16.677,"347,703.000","111,816.000"
09/18/2012,16.410,16.400,-0.290,-1.74,,16.440,"350,076.000","183,122.000"
09/17/2012,16.690,16.690,-0.700,-4.03,,16.690,"352,758.000","167,468.000"
09/14/2012,17.380,17.390,-0.083,-0.47,17.380,17.390,"355,507.000","113,787.000"
09/13/2012,17.475,17.472,0.015,0.09,17.472,17.480,"361,857.000","111,672.000"
09/12/2012,17.470,17.458,0.443,2.60,17.470,,"356,344.000","164,599.000"
09/11/2012,17.000,17.015,-0.173,-1.00,16.995,17.000,"356,575.000","110,103.000"
09/10/2012,17.185,17.188,-0.177,-1.02,17.170,17.202,"359,593.000","87,155.000"
09/07/2012,17.330,17.365,-0.105,-0.60,17.327,17.330,"361,042.000","98,029.000"
09/06/2012,17.470,17.470,-0.005,-0.03,,17.470,"361,790.000","106,329.000"
09/05/2012,17.493,17.475,-0.208,-1.17,17.485,17.493,"369,601.000","105,401.000"
09/04/2012,17.665,17.683,0.118,0.67,17.660,17.667,"370,421.000","133,443.000"
08/31/2012,17.570,17.565,-0.070,-0.40,,17.550,"371,226.000","95,892.000"
08/30/2012,17.620,17.635,0.105,0.60,17.610,17.620,"367,535.000","118,730.000"
08/29/2012,17.520,17.530,0.308,1.79,17.520,17.522,"367,530.000","97,516.000"
08/28/2012,17.205,17.222,0.035,0.20,17.240,17.243,"365,489.000","114,276.000"
08/27/2012,17.280,17.188,-0.128,-0.74,17.208,17.210,"365,184.000","130,263.000"
08/24/2012,17.325,17.315,0.165,0.96,17.315,,"367,242.000","92,575.000"
08/23/2012,17.135,17.150,-0.128,-0.74,,17.140,"364,935.000","134,786.000"
08/22/2012,17.280,17.278,-0.048,-0.27,17.290,,"366,437.000","101,579.000"
08/21/2012,17.325,17.325,0.490,2.91,17.300,17.323,"359,971.000","149,500.000"
08/20/2012,16.847,16.835,0.377,2.29,16.833,16.850,"358,788.000","101,277.000"
08/17/2012,16.480,16.458,0.205,1.26,16.440,,"359,210.000","69,506.000"
08/16/2012,16.253,16.253,-0.092,-0.57,16.243,16.255,"358,699.000","90,859.000"
08/15/2012,16.370,16.345,0.365,2.28,16.335,,"359,336.000","87,058.000"
08/14/2012,15.990,15.980,-0.028,-0.17,15.988,,"362,007.000","91,018.000"
08/13/2012,16.015,16.007,-0.430,-2.62,15.985,16.000,"366,961.000","106,556.000"
08/10/2012,16.400,16.438,0.125,0.77,,16.450,"367,141.000","147,129.000"
08/09/2012,16.310,16.313,0.500,3.16,16.298,16.310,"366,175.000","126,179.000"
08/08/2012,15.810,15.813,0.155,0.99,15.780,,"376,437.000","108,535.000"
08/07/2012,15.660,15.658,-0.185,-1.17,15.620,15.663,"380,453.000","119,934.000"
08/06/2012,15.840,15.842,-0.445,-2.73,,15.860,"384,119.000","121,563.000"
08/03/2012,16.275,16.288,0.122,0.76,16.282,16.300,"387,775.000","103,023.000"
08/02/2012,16.155,16.165,-0.125,-0.77,16.150,16.165,"386,805.000","123,100.000"
08/01/2012,16.300,16.290,-0.120,-0.73,16.250,,"384,723.000","166,363.000"
07/31/2012,16.440,16.410,-0.025,-0.15,16.362,16.405,"380,969.000","132,369.000"
07/30/2012,16.470,16.435,0.417,2.61,16.403,16.462,"380,485.000","106,513.000"
07/27/2012,16.020,16.017,0.342,2.19,16.007,16.038,"386,129.000","127,399.000"
07/26/2012,15.710,15.675,-0.480,-2.97,15.660,15.680,"386,093.000","140,915.000"
07/25/2012,16.170,16.155,0.460,2.93,,16.180,"391,882.000","175,271.000"
07/24/2012,15.660,15.695,-0.528,-3.25,15.635,15.700,"396,396.000","190,678.000"
07/23/2012,16.195,16.222,-0.640,-3.80,,16.230,"398,428.000","184,410.000"
07/20/2012,16.845,16.862,0.340,2.06,16.785,16.890,"402,217.000","175,237.000"
07/19/2012,16.510,16.522,0.322,1.99,16.480,16.542,"397,735.000","212,731.000"
07/18/2012,16.190,16.200,0.295,1.85,,16.210,"396,614.000","150,438.000"
07/17/2012,15.890,15.905,0.000,0.00,15.820,,"394,086.000","134,736.000"
07/16/2012,15.920,15.905,0.380,2.45,15.835,15.938,"390,203.000","118,616.000"
07/13/2012,15.540,15.525,0.235,1.54,15.520,,"391,411.000","101,409.000"
07/12/2012,15.275,15.290,0.065,0.43,15.260,15.290,"384,154.000","118,121.000"
07/11/2012,15.230,15.225,-0.160,-1.04,15.160,15.255,"379,466.000","231,986.000"
07/10/2012,15.370,15.385,-0.092,-0.60,15.355,15.413,"380,852.000","123,270.000"
07/09/2012,15.475,15.477,0.420,2.79,15.458,15.480,"380,340.000","158,239.000"
07/06/2012,15.060,15.057,-0.208,-1.36,15.052,15.080,"382,622.000","111,710.000"
07/05/2012,15.270,15.265,0.517,3.51,15.250,15.275,"377,244.000","157,423.000"
07/03/2012,14.720,14.748,0.368,2.56,14.710,14.720,"377,997.000","111,150.000"
07/02/2012,14.365,14.380,0.102,0.72,14.350,14.390,"376,045.000","113,647.000"
06/29/2012,14.280,14.278,0.243,1.73,14.275,14.340,"372,508.000","133,307.000"
06/28/2012,14.030,14.035,-0.085,-0.60,14.010,14.097,"371,793.000","101,726.000"
06/27/2012,14.130,14.120,-0.012,-0.09,14.127,14.135,"367,248.000","121,771.000"
06/26/2012,14.150,14.132,-0.123,-0.86,14.100,14.172,"359,572.000","134,419.000"
06/25/2012,14.250,14.255,0.500,3.64,14.205,14.270,"347,464.000","154,826.000"
06/22/2012,13.725,13.755,0.043,0.31,13.720,13.730,"329,595.000","82,939.000"
06/21/2012,13.727,13.712,-0.243,-1.74,13.717,13.740,"339,407.000","94,420.000"
06/20/2012,13.932,13.955,-0.382,-2.67,13.927,13.938,"330,258.000","94,429.000"
06/19/2012,14.325,14.337,0.495,3.58,14.325,14.340,"137,145.000","118,151.000"
06/18/2012,13.892,13.842,0.082,0.60,13.885,13.900,"154,807.000","88,328.000"
06/15/2012,13.797,13.760,-0.100,-0.72,13.790,13.802,"170,368.000","92,839.000"
06/14/2012,13.873,13.860,-0.223,-1.58,13.865,13.880,"176,031.000","83,581.000"
06/13/2012,14.065,14.083,-0.267,-1.86,14.060,14.070,"182,550.000","96,805.000"
06/12/2012,14.318,14.350,0.102,0.72,14.318,14.337,"187,914.000","114,267.000"
